competency_id,competency_name,competency_type,description
SKLOM29,Typing,Skill,Captures information with speed and accuracy.
SKLOM30,Video Surveillance System (VSS),Skill,"Develops, uses, and monitors a live monitoring system that shows locations through a network of cameras. Monitors recordings of specific events for use in investigations as evidence."
SKLOM31,Visitor Management Systems,Skill,"Uses a digital visitor management system to carry out visitor management policies (e.g., sign-in process, etc.)."
SKLOM36,Risk-based Business Plan,Skill,Allocates security resources based on the security risks that the organization may be facing.
SKLOM38,Mail Distribution Management,Skill,"Chooses mail distribution and shipping methods, considering the trade-offs between costs and benefits. Ensures efficient use of transportation resources while meeting the needs of the customer."
SKLOM32,Wayfinding,Skill,"Enhances the visitor and employee experience by providing indoor navigation to offices, meetings rooms, nearest printer, etc. Provides access via mobile applications, large touch screens, or a room booking system."
SKLOM33,Workplace Experience,Skill,"Creates a positive working environment and makes the workplace a place that employees want to come to. Pays careful attention to all the tangibles and intangibles present, that play a role in affecting how an employee flows and feels."
SKLOM34,Taxonomy,Skill,"Creates a knowledge map by formalizing the hierarchical relationships between concepts and establishes a term to be used for each. Develops, implements, and/or maintains controlled vocabularies (e.g., thesauri, taxonomies, ontologies) in a business environment."
SKLOM35,E-Mail Management,Skill,"Uses software for creating, sending, receiving, and organizing electronic mail (email). Writes clear and concise email correspondence. Considers the audience, proper etiquette, and spelling/grammar."
SKLPOL36,Poverty Assessment Tools (PATs),Skill,Uses various tools to assess the poverty levels of a group of people. Tracks changes in poverty levels across time.
SKLOM37,Space Management,Skill,"Manages, controls, and supervises physical spaces that a business occupies."
SKLOM40,Space Planning Policies and Procedures,Skill,Develops and implements policies and procedures that guide space planning practices.
SKLOM41,Switchboard Operation,Skill,Answers calls and routes them to the correct department or person to address their concerns.
SKLOM42,Facilities Modification and Building Projects,Skill,Enhances the office environment by improving the existing facilities. Manages these building projects to ensure they are on time and within budget.
SKLOM43,Meeting Management,Skill,"Manages the stages and components of the entire meeting process (e.g., planning, booking, distributing reading material in advance, and managing the meeting) not to exceed the allocated time. Takes meeting minutes and acts as the timekeeper. Circulates minutes and actions afterward."
SKLRET15,Store Expense Control,Skill,Identifies and reduces store expenses to increase profits.
SKLPM02,Collaboration Tools,Skill,"Uses collaboration tools (e.g., SharePoint, MS Teams, and Confluence) to interact with the team effectively."
SKLOM44,Document Reproduction,Skill,Creates copies from a source document to ensure its availability in different formats for ease of access and use.
SKLOM45,Corporate Travel Management,Skill,"Establishes and manages travel policies and procedures to ensure efficiency, safety, and security for all travelers and savings for the business."
SKLOM46,Travel Policy,Skill,"Outlines and enforces business travel guidelines. Ensures enhanced efficiency, convenience, and savings in terms of business costs."
SKLOM47,Travel Management Software,Skill,Demonstrates awareness of common travel management software.
SKLOPS01,Work Order Management,Skill,"Assigns, tracks, and monitors service work orders from creation through completion to customer invoicing."
SKLPM06,"Monitoring, Evaluation, and Learning (MEL)",Skill,"Applies Monitoring, Evaluation, and Learning (MEL) practices in day-to-day project delivery. Understands the key frameworks (e.g., logic models, evaluation matrices, and written products). Uses tools to visually represent the goals, outcomes, outputs, activities, and related indicators."
SKLOPS02,Field Service Scheduling,Skill,"Plans and organizes employee schedules, service appointments and work order completion timelines."
SKLOPS03,Field Service Management Software,Skill,"Uses Field Service Management Software to manage resources, process job orders, automate scheduling and dispatch, track service and repair tasks, manage customer service contracts, and payment collections."
